label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
2	1 m^2	0.8012	bird	Andrew	0.7582	0.3415 mph	0.5863	0.5577	899	Electrical Engineering	737	820
3	923 m^2	0.649	pig	Eriq	0.3548	0.7546 mph	N/A	0.2469	-34	Robotics Engineering	211	100
1	808 m^2	-0.0124	guinea pig	Michael, Sam, Lise	0.0372	0.7167 mph	0.5302	None	380	Statistics	31	726
1	596 m^2	0.1475	chicken	Chris, Lise	-0.1347	0.5173 mph	1.1065	0.762	223	Computer Science	286	1281
2	223 m^2	0.5483	ferret	Andrew	0.434	0.2186 mph	0.0678	0.0602	772	Natural Language Processing	853	642
3	648 m^2	0.782	pig	Reilly	0.1753	0.7922 mph	0.476	0.3977	307	Computer Game Design	693	-30
0	554 m^2	0.6319	cat	Tony, Vani	0.8881	0.3727 mph	0.1527	0.608	1008	Computer Game Design	1505	387
2	200 m^2	0.7843	reptile	Andrew	N/A	0.3182 mph	0.4807	0.39	710	Bioinformatics	660	734
0	331 m^2	0.7358	rat	Tony, Inan	0.5133	0.345 mph	0.0884	0.2112	788	Computer Game Design	1029	777
1	691 m^2	0.3685	guinea pig	Fabrice, Sam	0.0654	0.8046 mph	0.8295	0.7816	355	Technology and Information Management	-195	1093
1	832 m^2	-0.1339		Fabrice	0.0774	0.9193 mph	0.8167	1.1523	688	Applied Mathematics	24	978
0	151 m^2	0.4048	cat	Tony, Vani	0.8317	0.3517 mph	None	0.1834	665	Computer Game Design	896	791
1	813 m^2	0.4721	CHICKEN	Michael, Lise, Fabrice	-0.1223	0.8428 mph	0.7737	0.947	245	Applied Mathematics	-194	918
1	897 m^2	0.3278	fish	Sam, Chris	0.3804	0.7517 mph	0.8498	0.6739	468	Statistics	265	705
2	73 m^2	0.3911	FERRET	Andrew	0.9484	0.2755 mph	0.2009	-0.2668	631	Natural Language Processing	475	283
1	513 m^2	0.1956	chicken	Fabrice, Lise, Sam, Chris	0.3365	0.6362 mph	0.7424	0.6319	503	Data Science	439	698
0	377 m^2	0.1612	cat	Tony, Vani	0.4821	0.3628 mph	-0.035	0.8678	946	Computer Game Design	952	381
3	672 m^2	0.9067	pig	Eriq	0.3807	0.8848 mph	0.8175	0.8852	-393	Robotics Engineering	170	-54
3	755 m^2	0.903	pig	Eriq	0.449	0.8308 mph	0.5608	0.5752	-177	Robotics Engineering	116	-93
3	830 m^2	0.8667	pig	Reilly	0.5447	0.5398 mph	0.4156	0.4636	219	Human Computer Interaction	192	-166
3	903 m^2	1.0247	pig	Tony, Vani	0.2392	0.6063 mph	0.8408	0.3646	268	Computer Engineering	630	-44
2	559 m^2	0.4728	ferret	Andrew	0.966	-0.0156 mph	0.6027	0.2718	513	Bioinformatics	501	486
1	671 m^2	0.0122	fish	Sam, Fabrice, Michael	-0.1768	0.4639 mph	0.7472	0.6465	354	Applied Mathematics	303	603
2	324 m^2	0.9255	reptile	Andrew	0.4313	0.008 mph	0.1532	0.1409	1156	Biotechnology	329	475
1	804 m^2	-0.0742	fish	Sam	-0.1431	0.8579 mph	0.8161	0.5062	885	Applied Mathematics	-160	1171
0	196 m^2	0.4327	hamster	Vani	1.0866	0.2527 mph	0.226	0.4073	866	Computer Game Design	1342	735
3	751 m^2	0.8193	pig	Reilly	0.1377	0.6503 mph	0.9316	-0.0768	143	Robotics Engineering	265	-160
1	431 m^2	0.096	fish	Andrew	-0.0844	0.9677 mph	0.8236	0.6445	908	Data Science	-109	531
0	805 m^2	0.3115	hamster	Vani	1.1553	0.4136 mph	-0.2186	0.5617	419	Computer Game Design	1126	750
3	804 m^2	None	pig	Eriq	-0.0204	0.7231 mph	0.7435	0.1324	-164	Games and Playable Media	NULL	270
3	407 m^2	0.4858	pig	Reilly	0.2122	0.6841 mph	0.6905	0.1699	184	Bioinformatics	364	63
3	671 m^2	0.4636	PIG	Reilly	0.8386	0.5694 mph	0.3166	0.4819	345	Bioengineering	618	-134
3	897 m^2	0.6409	pig	Eriq	0.2698	0.94 mph	0.8275	0.3432	-251	bIOENGINEERING	487	361
1	840 m^2	-0.0989	guinea pig	Sam, Michael, Fabrice, Chris	0.3142	0.652 mph	0.8534	0.5346	575	data science	-51	1161
3	725 m^2	0.6922	pig	Reilly	0.1666	0.5918 mph	0.7608	0.0192	376	Bioengineering	400	227
3	798 m^2	0.7671	pig	Eriq	0.4584	0.824 mph	0.8451	0.6792	-104	Human Computer Interaction	96	-200
0	570 m^2	0.6425	pig		1.1312	0.0844 mph	0.5191	0.4875	605	Computer Game Design	754	298
2	61 m^2	0.9267	bird	Andrew	0.8011	0.1625 mph	0.1708	-0.0905	872	Biotechnology	762	374
1	940 m^2	0.0085	chicken	Sam, Chris, Michael	0.2212	0.5661 mph	0.5344	0.5998	581	Technology and Information Management	-266	1030
2	-107 m^2	0.9594	reptile	Andrew	0.6144	-0.0018 mph	0.4115	0.1427	909	Bioinformatics	1172	616
1	608 m^2	0.1486	chicken	Tony, Inan	0.3212	0.6078 mph	0.5693	0.5298	112	Statistics	-43	1153
0	343 m^2	0.6916	rat	Vani, Inan	0.8647	0.6304 mph	0.1202	0.6033	659	Computer Game Design	1079	331
0	478 m^2	0.5789	rat	Vani, Inan	0.7426	0.4007 mph	-0.1593	0.3933	844	Computer Game Design	1377	369
1	486 m^2	0.1742	fish	Michael, Sam, Fabrice	-0.0551	0.7922 mph	0.5936	0.5953	359	Computer Game Design	-12	1152
2	-53 m^2	0.7296	dog	Andrew	0.9891	0.0907 mph	0.4534	0.0487	977	Electrical Engineering	484	844
1	757 m^2	0.043	fish	Chris, Sam	0.3412	0.9412 mph	0.8011	0.8317	796	Computational Media	373	1110
1	1017 m^2	0.4694	fish	Vani	0.0953	0.8928 mph	0.646	1.1408	690	Data Science	-375	796
2	-337 m^2	1.1658	dog	Andrew	0.384	0.0518 mph	0.3442	-0.0306	827	Electrical Engineering	558	953
1	674 m^2	0.0909	CHICKEN	Fabrice	-0.0969	0.8741 mph	0.3955	0.9033	592	Data Science	-185	1436
3	682 m^2	0.6136	pig	Eriq	-0.0212	1.0538 mph	0.733	0.6143	386	Bioengineering	-151	-171
3	1109 m^2	0.45	rat	Reilly	0.3205	0.914 mph	0.866	0.0525	285	Robotics Engineering	674	10
0	244 m^2	0.4676	rabbit	Vani	0.839	0.4583 mph	0.0634	0.6001	385	Computer Game Design	1048	829
3	562 m^2	0.222	pig	Eriq	0.5733	0.6439 mph	0.8223	0.414	20	Bioengineering	427	200
2	201 m^2	0.9567	cat	Andrew	0.3816	0.5363 mph	0.3906	0.2583	1117	Natural Language Processing	407	808
2	525 m^2	0.6939	ferret	Andrew	0.5846	0.1279 mph	0.2948	-0.1067	871	Biotechnology	630	927
3	823 m^2	0.6266	pig	Reilly	0.5475	0.6821 mph	0.9731	0.1036	-119	Computer Engineering	53	-28
3	835 m^2	0.8572	pig	Eriq	0.0479	0.7602 mph	0.9324	0.5357	-141	Computer Engineering	627	210
1	1071 m^2	-0.0357	fish	Sam	-0.2022	0.9755 mph	0.7664	0.9504	684	Technology and Information Management	202	1282
2	81 m^2	0.8658	dog	Inan, Vani	0.4583	0.2525 mph	0.1672	0.3733	775	Bioinformatics	288	614
2	41 m^2	0.9739	bird	Andrew	0.8953	-0.0552 mph	0.3655	-0.0298	943	Biotechnology	501	927
3	722 m^2	0.5986	pig	Reilly	0.3794	0.745 mph	1.0249	0.813	109	Bioengineering	639	1
2	n/a	1.1693	ferret	Andrew	0.6667	0.0693 mph	0.2949	0.2811	1088	Electrical Engineering	453	591
1	656 m^2	0.0889	CHICKEN	Fabrice, Chris, Sam, Lise	0.1286	0.7639 mph	0.3447	0.7095	310	Computational Media	450	673
1	801 m^2	0.3265	chicken	Lise	0.291	0.864 mph	0.5783	1.0951	371	Technology and Information Management	184	885
2	220 m^2	0.9905	FERRET	Andrew	0.5993	0.017 mph	0.4766	0.261	240	Natural Language Processing	570	908
3	799 m^2	0.8231	pig	Reilly	0.1658	0.7056 mph	0.8797	0.6925	429	cOMPUTER eNGINEERING	-60	330
2	30 m^2	0.7561	bird	rEILLY	0.7653	0.4765 mph	0.3447	0.1009	491	Natural Language Processing	240	544
2	186 m^2	0.6966	bird	Andrew	0.717	0.4667 mph	0.2417	-0.1292	989	Natural Language Processing	358	772
0	319 m^2	0.8671	hamster	Tony	0.7014	0.3577 mph	-0.0068	0.6911	814	Computer Game Design	1457	856
3	981 m^2	0.266	pig	Reilly	0.2946	0.561 mph	0.7081	0.1639	91	Bioengineering	287	374
2	206 m^2	1.2998	ferret	Andrew	0.489	0.3406 mph	0.3962	-0.2219	828	Natural Language Processing	666	319
1	722 m^2	0.4331	fish	Lise, Chris, Fabrice	0.2973	0.7587 mph	0.8413	0.9705	205	Technology and Information Management	-337	912
3	848 m^2	0.8703	pig	Reilly	0.4184	0.6913 mph	0.5548	0.0874	98	Games and Playable Media	324	-78
2	374 m^2	N/A	bird	Andrew	0.6111	0.1357 mph	0.3597	0.4756	1185	Electrical Engineering	581	580
3	976 m^2	0.7693	pig	Reilly	0.396	0.4705 mph	0.642	0.4914	168	Games and Playable Media	-24	202
0	450 m^2	0.2347	cat	Inan	0.8217	0.4157 mph	-0.0141	0.673	382	Computer Game Design	1311	406
3	623 m^2	0.4034	pig	Eriq	0.1594	0.4718 mph	0.8492	0.5431	207	Robotics Engineering	42	4
3	913 m^2	0.3191	pig	Eriq	0.1349	0.3084 mph	0.8718	0.2442	268	Games and Playable Media	475	75
3	886 m^2	0.8982	rat	Eriq	0.4753	0.8522 mph	1.0696	-0.0318	374	Computer Engineering	343	65
1	895 m^2	0.0026	fish	Sam	0.0521	0.5036 mph	1.0137	0.8167	325	Computer Science	-266	899
1	536 m^2	0.2455	guinea pig	Lise	0.1099	0.9066 mph	0.9875	1.1161	301	Computational Media	-192	868
1	635 m^2	0.1319	fish	?	0.4413	0.5634 mph	0.8998	0.9872	-19	Computational Media	-133	795
3	671 m^2	0.3582	chicken	Reilly	0.338	0.5008 mph	0.5603	0.1668	165	Human Computer Interaction	477	4
2	-142 m^2	0.7574	dog	Andrew	0.8572	0.1409 mph	0.55	0.3028	1002	Natural Language Processing	691	613
0	367 m^2	0.5303	cat	Tony, Vani	0.9489	0.2548 mph	0.199	0.9112	700	Computer Game Design	1192	642
3	888 m^2	0.8448	NULL	Reilly	0.2427	0.738 mph	0.726	0.7129	120	Games and Playable Media	358	-232
2	-66 m^2	1.0715	ferret	?	0.7334	0.0135 mph	0.7077	0.2036	784	Electrical Engineering	740	792
1	614 m^2	0.4236	chicken	Chris, Michael, Fabrice, Lise	0.131	0.9412 mph	0.544	0.7471	535	Computer Science	-12	926
3	1054 m^2	0.4085	pig	Reilly	-0.0021	0.8575 mph	0.4525	0.6886	-13	Computer Engineering	334	471
3	721 m^2	0.2317	pig	Eriq	0.0639	0.6665 mph	1.166	0.4705	-70	Human Computer Interaction	606	124
1	735 m^2	0.6484	guinea pig	CHRIS	0.2987	0.7744 mph	0.8865	0.5532	548	technology and information management	118	877
2	351 m^2	1.0475	bird	Andrew	0.4037	-0.0673 mph	0.013	0.4969	729	Data Science	1028	514
0	302 m^2	0.3121	hamster	Tony	0.7751	0.4505 mph	0.1031	0.3702	551	Computer Game Design	1018	108
2	238 m^2	0.6745	dog	Andrew	0.5751	0.0463 mph	0.4566	0.1286	1021	Biotechnology	663	902
0	332 m^2	0.5761	guinea pig	Inan	1.0141	0.7189 mph	-0.3937	0.6282	395	Computer Game Design	1066	842
1	996 m^2	0.1578	chicken	sam	0.0828	0.7238 mph	1.1405	0.5931	280	Computational Media	276	1078
1	749 m^2	0.0725	guinea pig	Michael	0.1906	0.7052 mph	1.0903	0.5719	278	Statistics	49	816
2	130 m^2	0.8971	reptile	Andrew	0.7492	0.3861 mph	0.5673	0.1747	805	Biotechnology	472	970
1	550 m^2	0.2494	fish	Michael, Fabrice, Chris, Sam	0.3399	1.1362 mph	?	0.4487	81	Computer Science	-70	844
0	278 m^2	0.31	rat	Inan	0.9363	0.353 mph	-0.0911	0.62	785	Computer Game Design	927	547
2	21 m^2	0.6449	reptile	Andrew	0.4447	0.2001 mph	0.3934	0.0792	609	Natural Language Processing	447	487
0	406 m^2	0.3312	cat	Tony, Vani	1.3998	0.6477 mph	-0.1166	1.1307	685	Computer Game Design	1129	490
3	766 m^2	0.2776	pig	Fabrice, Michael, Sam, Lise	0.2446	0.5529 mph	0.6324	0.3919	284	Games and Playable Media	65	141
3	820 m^2	0.286	pig	Reilly	0.0537	0.8612 mph	0.9438	0.156	528	Robotics Engineering	411	209
0	537 m^2	0.5704	hamster	Vani, Tony	0.7073	0.4327 mph	0.0938	0.8144	665	Computer Game Design	951	616
2	54 m^2	0.8227	dog	Andrew	0.564	-0.0058 mph	0.6618	0.2647	841	Bioinformatics	423	745
2	30 m^2	0.8019	dog	Andrew	1.049	0.006 mph	0.1495	0.4206	598	Bioinformatics	403	772
2	156 m^2	0.8331	reptile	Andrew	0.9353	0.1854 mph	0.4294	0.3145	689	Electrical Engineering	302	503
1	639 m^2	0.09	guinea pig	Lise, Fabrice, Sam	0.3275	0.625 mph	0.3643	0.8046	576	Applied Mathematics	96	1088
1	699 m^2	0.1899	guinea pig	Michael, Sam, Chris, Lise	-0.1974	0.5186 mph	0.9792	0.7397	281	Data Science	241	903
2	69 m^2	0.666	ferret	Andrew	0.6826	0.1725 mph	0.7	0.215	703	Biotechnology	684	604
2	223 m^2	1.2752	bird	Andrew	0.752	-0.0035 mph	0.37	0.125	430	Biotechnology	631	778
0	366 m^2	0.4333	rat	Tony, Inan	0.8268	0.1853 mph	-0.0799	0.9993	115	Computer Game Design	745	482
3	789 m^2	0.836	pig	Eriq	0.8586	0.422 mph	0.7473	0.4333	386	Games and Playable Media	107	-170
3	389 m^2	0.3697	pig	Tony	0.1184	0.4066 mph	0.8128	0.1235	279	Games and Playable Media	98	242
0	432 m^2	0.3849	hamster	Inan, Vani	0.5818	0.4932 mph	-0.0652	0.4804	388	Computer Game Design	653	626
3	608 m^2	0.8925	pig	Reilly	0.3025	0.4467 mph	0.6328	0.4661	238	Human Computer Interaction	415	-3
0	472 m^2	0.3688	rat	Vani	0.9219	0.455 mph	-0.165	0.8334	598	Computer Game Design	989	308
2	247 m^2	0.684	dog	ANDREW	0.6222	0.0088 mph	0.3203	-0.0415	643	Bioinformatics	834	731
3	737 m^2	0.615	pig	Reilly	0.1325	0.6207 mph	0.6818	0.0523	150	Bioengineering	570	438
2	61 m^2	0.5876	Dog	Andrew	0.5035	0.4132 mph	0.2535	-0.2741	702	Electrical Engineering	819	461
1	971 m^2	0.2998	guinea pig	Michael, Lise, Chris, Fabrice	-0.0239	0.5848 mph	0.8097	0.9232	737	Computer Science	-132	873
0	138 m^2	0.2725	rat	Inan, Vani	0.7787	0.4699 mph	-0.2684	0.7335	260	Computer Game Design	1195	506
0	661 m^2	0.7852	hamster	Inan	0.8376	0.4264 mph	0.0952	0.5713	527	Computer Game Design	747	406
1	657 m^2	0.0897	fish	Michael, Sam	-0.2006	0.6448 mph	0.8708	1.0643	51	Data Science	173	774
2	310 m^2	1.1659	bird	Andrew	0.6882	0.1807 mph	0.1424	0.3751		Electrical Engineering	532	438
2	21 m^2	0.5861	dog	Andrew	0.9628	0.076 mph	0.6693	0.2263	582	Computer Game Design	288	649
2	380 m^2	0.7241	bird	Andrew	0.4819	0.1999 mph	0.3035	0.3183	566	Bioengineering	664	119
2	179 m^2	0.9921	bird	Andrew	0.56	0.3002 mph	0.2659	0.789	1088	Biotechnology	862	777
3	894 m^2	1.0778	pig	Eriq	-0.1799	0.45 mph	0.4261	0.6123	267	Robotics Engineering	207	164
1	706 m^2	0.2388	chicken	Fabrice, Lise	-0.2204	0.6492 mph	0.7557	1.2092	127	Statistics	222	841
2	356 m^2	0.6275	bird	Andrew	0.6536	0.4872 mph	0.4773	0.4307	683	Bioinformatics		847
1	794 m^2	0.196	guinea pig	Fabrice, Lise, Sam	-0.3896	0.878 mph	0.6463	0.7838	335	Statistics	134	513
0	438 m^2	0.5476	rat	Inan, Tony	0.7727	0.4041 mph	0.1193	1.2905	351	Computer Game Design	984	372
3	965 m^2	0.4982	pig	Reilly	0.28	0.7407 mph	1.3152	0.4103	-100	Robotics Engineering	171	-362
3	913 m^2	0.6191	pig	Eriq	0.3408	0.5183 mph	1.1194	0.1591	149	Human Computer Interaction	-48	51
2	67 m^2	1.1116	NULL	Andrew	0.6791	?	0.6503	0.2887	900	Bioinformatics	349	588
0	281 m^2	0.6605	rat	Vani, Tony	1.0427	0.0977 mph	-0.134	0.8188	512	Computer Game Design	1017	866
3	869 m^2	0.6849	pig	Eriq	0.0536	0.5384 mph	0.9665	0.6208	387	Bioengineering	609	163
1	808 m^2	0.1683	chicken	Fabrice	0.1191	1.0016 mph	0.4997	0.4728	455	technology and information management	75	312
2	NULL	1.0721	ferret	Andrew	0.5744	-0.1233 mph	0.3132	0.1777	786	Biotechnology	659	595
2	105 m^2	0.8723	dog	Andrew	1.1004	0.2055 mph	0.7526	0.3438	742	Natural Language Processing	430	850
2	177 m^2	0.8472	ferret	Andrew	0.6616	-0.0607 mph	0.3212	0.136	672	Bioinformatics	431	499
2	260 m^2	0.8981	dog	Andrew	0.8286	0.1461 mph	0.1894	0.4022	597	Natural Language Processing	697	278
2	-254 m^2	0.6702	reptile	Andrew	1.0241	0.1235 mph	0.5454	0.6301	NULL	Biotechnology	429	797
0	2 m^2	0.4674	rat	Inan, Vani	1.095	0.2564 mph	0.4477	0.4171	888	Computer Game Design	1032	464
1	648 m^2	0.3471	guinea pig	Fabrice, Chris	-0.3535	0.6842 mph	0.6923	0.9105	379	Computer Science	84	813
0	500 m^2	0.7531	cat	Vani	0.8389	0.4247 mph	0.0281	0.2171	462	Computer Game Design	738	603
2	140 m^2	0.9965	ferret	aNDREW	0.5973	0.0975 mph	0.8319	0.498	466	Electrical Engineering	707	366
3	610 m^2	0.717	pig	Eriq	0.008	0.9543 mph	1.124	0.1811	279	Human Computer Interaction	556	147
2	-192 m^2	0.5924	reptile	Andrew	0.5898	0.092 mph	0.151	0.3302	703	Natural Language Processing	817	511
1	581 m^2	0.1122	guinea pig	Michael, Chris, Lise	0.3741	1.0196 mph	0.8272	0.7487	655	Statistics	507	946
3	738 m^2	0.7094	pig	Reilly	0.5325	0.8122 mph	0.8754	-0.1404	353	GAMES AND PLAYABLE MEDIA	494	477
3	811 m^2	0.9113	pig	Eriq	0.1692	0.3305 mph	0.6534	0.5411	480	Games and Playable Media	124	83
2	153 m^2	1.0446	reptile	Andrew	0.8971	-0.0422 mph	0.4687	0.0932	330	Natural Language Processing	541	740
2	-117 m^2	0.8797	dog	Andrew	0.8288	0.0934 mph	0.4595	0.5343	697	Biotechnology	817	856
2	174 m^2	0.922	reptile	Andrew	0.8272	0.4189 mph	0.4847	0.3862	1051	Bioinformatics	866	786
3	512 m^2	0.8231	pig	Reilly	0.1453	0.9099 mph	0.8607	0.2809	-55	Computer Engineering	40	-211
1	812 m^2	-0.0255	guinea pig		0.343	0.4985 mph	0.762	1.005	317	Data Science	182	959
3	654 m^2	0.6227	pig	Eriq	0.6368	0.5734 mph	0.7341	0.2316	67	Robotics Engineering	378	-168
3	N/A	0.1506	pig	Reilly	0.6322	0.8512 mph	0.7359	0.7289	93	Computer Engineering	55	-54
1	713 m^2	0.338	chicken	mICHAEL, fABRICE, sAM	-0.0035	1.3879 mph	0.7985	0.337	334	Computational Media	214	892
1	277 m^2	0.2133	chicken	Fabrice, Chris	0.0599	0.9212 mph	0.6273	0.3933	253	Statistics	-323	945
0	52 m^2	0.7624	hamster	Inan	0.9316	0.3426 mph	-0.2311	1.0209	433	Computer Game Design	1305	345
2	251 m^2	0.914	dog	Andrew	0.4552	0.0469 mph	0.1931	0.1444	955	Natural Language Processing	486	1005
2	-28 m^2	0.8213	dog	Andrew	0.645	0.1127 mph	0.3863	0.1897	649	Biotechnology	996	420
0	422 m^2	0.2507	rabbit	Tony	0.4272	0.7501 mph	0.0424		817	Computer Game Design	1323	384
3	692 m^2	0.2472	pig	Reilly	-0.1376	0.5077 mph	0.4406	0.7008	222	Bioengineering	N/A	-2
3	1042 m^2	0.4672	pig	Eriq	0.27	0.5561 mph	0.7523	0.2232	-220	Bioengineering	446	-54
3	903 m^2	0.8572	pig	Reilly	0.3553	0.5755 mph	0.6163	0.4149	110	Games and Playable Media	365	-452
0	632 m^2	0.7885	hamster	Vani, Tony	0.8584	0.4358 mph	0.3098	0.7092	428	Computer Game Design	1250	203
3	795 m^2	0.8039	PIG	eriq	0.1003	0.5529 mph	0.6073	-0.1406	243	Games and Playable Media	97	-317
2	152 m^2	0.7097	ferret	Andrew	0.4551	-0.1122 mph	0.1817	0.0442	n/a	Electrical Engineering	74	973
1	700 m^2	0.463	guinea pig	Michael, Sam	-0.0634	0.9033 mph	0.7686	0.8853	495	Data Science	183	870
3	798 m^2	0.729	pig	Reilly	0.1928	0.6306 mph	0.7789	0.6019	47	Bioengineering	488	-5
1	725 m^2	-0.0732	guinea pig	Chris, Lise, Sam	0.0682	1.0329 mph	0.7909	0.7936	471	Technology and Information Management	-2	797
1	781 m^2	0.2807	fish	Fabrice, Sam	0.4085	0.8035 mph	0.6376	0.8223	731	Data Science	-151	1059
2	138 m^2	0.8721	bird	Andrew	0.5983	0.0317 mph	0.4835	0.4754	767	Bioinformatics	810	795
2	89 m^2	0.7329	dog	Andrew	0.6786	0.1404 mph	0.2657	0.1291	626	Bioinformatics	262	522
0	450 m^2	0.4687	hamster	Vani	0.6787	0.5163 mph	0.0762	0.6442	526	Computer Game Design	1149	262
0	242 m^2	0.6595	hamster	Inan	1.1065	0.6649 mph	0.1259	1.0446	616	Computer Game Design	686	351
2	341 m^2	1.0085	dog	Andrew	0.2931	0.2837 mph	0.6416	0.3153	777	Biotechnology	829	560
0	324 m^2	0.8657	rat	Tony	0.707	0.2574 mph	0.1257	0.9493	762	Computer Game Design	983	275
2	218 m^2	1.0499	bird	Andrew	0.8937	-0.0921 mph	0.3511	0.4629	807	Biotechnology	486	520
0	657 m^2	0.4528	rat	Vani	0.8961	0.299 mph	-0.1628	0.1644	703	Computer Game Design	1326	1068
1	700 m^2	0.0209	guinea pig	Fabrice, Sam, Chris	-0.4744	0.7776 mph	0.698	0.44	221	Computational Media	-270	452
2	109 m^2	0.811	ferret	Andrew	1.0464	0.1412 mph	0.3591	0.4165	409	Bioinformatics	892	617
2	-132 m^2	0.4441	ferret	Andrew	0.6277	0.337 mph	0.7835	0.3362	744	Electrical Engineering	1129	518
3	759 m^2	0.5774	pig	Eriq	0.5063	0.7102 mph	1.0855	0.153	244	Human Computer Interaction	16	450
1	810 m^2	0.1298	guinea pig	SAM, MICHAEL	-0.0902	0.6868 mph	0.8127	0.7031	390	Data Science	-45	1002
0	578 m^2	0.323	cat	Inan	0.4862	0.3454 mph	-0.0972	0.3648	545	cOMPUTER gAME dESIGN	1037	481
1	834 m^2	0.3122	chicken	Chris, Michael, Lise, Fabrice	0.0977	0.6991 mph	1.3264	0.8049	146	Data Science	442	986
1	?	0.2344	guinea pig	Michael, Lise	0.3269	1.2783 mph	1.2004	0.7941	56	Data Science	146	726
1	666 m^2	0.1976	chicken	Fabrice, Sam, Michael	0.2042	0.838 mph	0.6554	0.2165	744	Computational Media	93	631
2	161 m^2	0.736	reptile	Andrew	0.651	0.5546 mph	0.191	0.5045	1109	Electrical Engineering	412	860
3	742 m^2	0.6572	chicken	Eriq	0.2887	0.9893 mph	0.9434	0.4058	-28	Human Computer Interaction	99	-38
2	-86 m^2	0.6398	reptile	Andrew	0.5046	0.196 mph	0.4948	-0.111	749	Bioinformatics	620	525
3	885 m^2	0.8807	pig	Eriq	-0.177	0.8659 mph	0.7835	0.7137	392	Bioengineering	76	229
3	1065 m^2	0.5907	pig	Eriq	-0.0491	0.5042 mph	0.9227	0.3563	-433	Robotics Engineering	-130	308
2	-98 m^2	1.0645	dog	Andrew	0.7183	-0.0552 mph	0.4121	-0.0492	500	Electrical Engineering	221	573
0	155 m^2	0.2939	rat	Inan	0.9779	0.1631 mph	0.1045	0.673	783	Computer Game Design	1391	200
2	-24 m^2	0.939	reptile	Andrew	0.4146	0.0901 mph	0.5627	0.0706	354	Bioinformatics	1013	787
0	98 m^2	0.555	rat	Vani, Inan	0.5544	0.2739 mph	-0.1884	0.4133	890	Computer Game Design	1394	588
3	691 m^2	0.4168	pig	Reilly	0.1283	0.7473 mph	0.545	0.1703	-355	Games and Playable Media	185	-103
3	942 m^2	0.8947	hamster	Reilly	0.3802	0.9073 mph	0.3095	0.1439	610	Games and Playable Media	573	124
2	138 m^2	0.8959	dog	Andrew	0.6349	0.3365 mph	0.3953	-0.2072	809	BIOENGINEERING	350	603
2	189 m^2	0.6479	dog	Andrew	0.5461	0.3434 mph	0.3165	0.0088	635	Bioinformatics	725	386
0	299 m^2	0.3448	rat	Inan, Tony	1.0193	0.3016 mph	-0.0011	1.1386	408	Computer Game Design	1203	393
1	573 m^2	0.3836	guinea pig	Chris, Fabrice, Sam	-0.0698	0.8161 mph	0.7163	0.785	469	Applied Mathematics	1	874
2	281 m^2	0.6105	reptile	Andrew	1.0325	0.0017 mph	-0.0588	0.1929	1005	Bioinformatics	564	668
2	464 m^2	0.973	bird	Andrew	0.541	0.4399 mph	0.6793	0.42	659	electrical engineering	576	498
2	-65 m^2	1.2344	ferret	Andrew	0.8354	0.1851 mph	0.4506	0.3072	507	Natural Language Processing	632	817
3	625 m^2	0.6204	pig	Eriq	0.2825	0.7297 mph	0.8569	0.5894	-51	Bioengineering	352	112
0	356 m^2	0.5469	cat	Vani, Tony	0.8444	0.275 mph	-0.1171	0.4058	935	Computer Game Design	857	444
3	782 m^2	0.7946	pig	Eriq	0.2588	0.673 mph	0.752	0.163	-107	Bioengineering	654	362
2	190 m^2	0.8365	bird	Andrew	0.7138	-0.1081 mph	0.3436	0.0181	1126	Electrical Engineering	444	871
0	242 m^2	0.4438	hamster	Inan	0.9652	0.3337 mph	-0.0131	1.0971	412	Computer Game Design	1155	960
0	413 m^2	0.5967	rat	Vani	0.6615	0.5056 mph	0.0187	0.5239	380	Computer Game Design	718	631
3	728 m^2	0.619	pig	Eriq	-0.1142	0.8015 mph	0.9737	0.0134	-50	games and playable media	36	449
1	860 m^2	0.391	chicken	FABRICE, CHRIS, LISE, MICHAEL	-0.0227	0.8633 mph	1.0303	0.7391	714	Technology and Information Management	526	537
3	893 m^2	0.4736	pig	Eriq	0.2885	0.8992 mph	0.8078	0.1681	-179	Human Computer Interaction	271	9
2	255 m^2	0.637	dog	Andrew	0.6402	-0.1061 mph	0.5012	-0.0061	719	Electrical Engineering	676	1015
0	430 m^2	0.3178	hamster	Inan, Tony	NULL	0.6412 mph	0.3037	0.5345	680	Computer Game Design	682	385
3	1073 m^2	0.6512	pig	Eriq	0.3372	0.5285 mph	0.5122	0.2485	352	Computer Engineering	595	490
1	727 m^2	0.1908	fish	Fabrice, Sam, Chris, Lise	0.1867	1.0707 mph	1.0689	0.568	574	Statistics	-42	838
1	759 m^2	0.2638	chicken	Michael	0.3589	0.8839 mph	0.7855	0.5623	574	Applied Mathematics	-33	1013
0	41 m^2	0.1528	None	Vani, Tony	1.2369	0.5397 mph	0.324	0.7862	832	Computer Game Design	957	547
1	833 m^2	0.2907	chicken	Sam	-0.0835	0.8963 mph	0.8061	0.8112	416	Computational Media	-229	828
2	-31 m^2	0.7421	bird	Andrew	0.4071	-0.0468 mph	0.215	-0.0717	852	NATURAL LANGUAGE PROCESSING	518	306
3	918 m^2	0.2484	pig	Eriq	0.5559	0.7396 mph	0.745	0.063	152	COMPUTER ENGINEERING	457	456
